name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,Rank,Value,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Nobe Trowsdale,49.0,Male,12,Marketing & Media,Financial Services,Mass Customer,No,16,3816,Victoria,3,658,0.7124999999999999,1.06,1.06,1.06,0.901,658
Stephen Tittershill,26.0,Male,73,Healthcare & Therapy,Financial Services,High Net Worth,No,6,3150,Victoria,11,658,0.7124999999999999,0.42,0.42,0.525,0.525,658
Giselbert Pickring,58.0,Male,94,Finance & Accounting,Manufacturing,Affluent Customer,Yes,20,2766,New South Wales,8,662,0.711875,0.66,0.8250000000000001,1.03125,1.03125,662
Shane Diss,37.0,Female,50,unknown,Financial Services,High Net Worth,Yes,16,3198,Victoria,8,662,0.711875,0.54,0.675,0.675,0.675,662
Lisette Davers,77.0,Female,59,IT & Software Roles,Health,High Net Worth,No,17,2130,New South Wales,11,662,0.711875,0.89,0.89,1.1125,1.1125,662
Chicky Sinclar,46.240081383519836,U,43,Administrative Roles,IT,High Net Worth,Yes,0,3222,Victoria,4,662,0.711875,0.66,0.8250000000000001,0.8250000000000001,0.8250000000000001,662
Kippar Whyatt,57.0,Male,13,unknown,Property,Mass Customer,No,10,2259,New South Wales,7,666,0.71,0.52,0.52,0.52,0.442,666
Xenia Maleck,57.0,Female,41,Management & Leadership Roles,Telecommunications,Mass Customer,No,12,3029,Victoria,7,666,0.71,0.76,0.76,0.76,0.646,666
Essie Withur,76.0,Female,42,Management & Leadership Roles,Financial Services,High Net Worth,No,19,3444,Victoria,7,668,0.7054999999999999,0.82,0.82,0.82,0.82,668
Cecil Gant,41.0,Male,52,unknown,Unknown,High Net Worth,Yes,9,2145,New South Wales,8,668,0.7054999999999999,0.75,0.9375,0.9375,0.9375,668
Lillis Eshmade,43.0,Female,50,Engineering & Technical Roles,Financial Services,Mass Customer,Yes,22,4304,Queensland,2,668,0.7054999999999999,0.73,0.9125,0.9125,0.775625,668
Ted Izacenko,58.0,Male,3,Science & Research,Entertainment,High Net Worth,No,9,3130,Victoria,10,668,0.7054999999999999,0.46,0.46,0.5750000000000001,0.5750000000000001,668
Nixie Shoesmith,61.0,Female,45,Marketing & Media,Retail,Affluent Customer,No,12,4516,Queensland,6,672,0.7039062500000001,0.58,0.58,0.58,0.58,672
Briana Trill,73.0,Female,5,Healthcare & Therapy,Health,High Net Worth,No,11,2137,New South Wales,11,672,0.7039062500000001,0.47,0.47,0.5874999999999999,0.5874999999999999,672
Cobbie Bruyett,61.0,Male,20,Education & Teaching,Unknown,Mass Customer,Yes,20,2500,New South Wales,8,674,0.703125,0.55,0.6875,0.6875,0.584375,674
Wrennie Dwelly,77.0,Female,23,Administrative Roles,Manufacturing,Mass Customer,No,18,3020,Victoria,9,674,0.703125,0.96,0.96,1.2,1.02,674
Sibylla Kibble,55.0,Female,73,Healthcare & Therapy,Health,High Net Worth,No,12,2122,New South Wales,9,676,0.70125,0.45,0.45,0.5625,0.5625,676
Kariotta Naper,65.0,Female,8,Management & Leadership Roles,Health,Mass Customer,No,21,2756,New South Wales,10,676,0.70125,0.6,0.6,0.75,0.6375,676
Wylie Huntingdon,51.0,Male,99,Management & Leadership Roles,Financial Services,Mass Customer,No,15,2763,New South Wales,8,676,0.70125,0.6,0.6,0.75,0.6375,676
Lizbeth Garvan,21.0,Female,36,Engineering & Technical Roles,Health,Mass Customer,No,4,2141,New South Wales,9,676,0.70125,0.87,0.87,1.0875,0.924375,676
Averil Ackery,47.0,Male,93,Marketing & Media,Retail,Mass Customer,Yes,7,2093,New South Wales,12,676,0.70125,0.46,0.5750000000000001,0.7187500000000001,0.6109375000000001,676
Myrtie Ostrich,21.0,Female,70,Management & Leadership Roles,Property,Affluent Customer,Yes,9,2251,New South Wales,7,676,0.70125,0.52,0.65,0.65,0.65,676
Ross Vidgen,70.0,Male,17,Management & Leadership Roles,Retail,Affluent Customer,No,12,4032,Queensland,9,682,0.7000000000000001,0.66,0.66,0.8250000000000001,0.8250000000000001,682
Sibby Skinner,36.0,Female,25,Finance & Accounting,Manufacturing,Mass Customer,Yes,12,4178,Queensland,7,682,0.7000000000000001,0.44,0.55,0.55,0.4675,682
Selle Casper,39.0,Female,98,Marketing & Media,Health,Mass Customer,Yes,10,2880,New South Wales,1,684,0.7,1.05,1.3125,1.640625,1.39453125,684
Andrew Froment,40.0,Male,58,Administrative Roles,Retail,High Net Worth,No,7,3860,Victoria,2,684,0.7,1.1,1.1,1.1,1.1,684
Maurizia Ritmeyer,37.0,Female,95,Education & Teaching,Entertainment,Mass Customer,Yes,3,2142,New South Wales,6,684,0.7,0.46,0.5750000000000001,0.7187500000000001,0.6109375000000001,684
Keenan Moriarty,23.0,Male,67,Finance & Accounting,Financial Services,Mass Customer,Yes,2,4075,Queensland,8,684,0.7,0.93,1.1625,1.1625,0.988125,684
Davide Senten,76.0,Male,22,Administrative Roles,Manufacturing,Mass Customer,No,11,2171,New South Wales,9,688,0.697,0.77,0.77,0.9625,0.818125,688
Renie Fiveash,25.0,Female,92,Healthcare & Therapy,Health,High Net Worth,No,16,4508,Queensland,4,688,0.697,0.7,0.7,0.875,0.875,688
Willard Booton,79.0,Male,69,unknown,Health,High Net Worth,Yes,7,2121,New South Wales,9,688,0.697,0.62,0.775,0.96875,0.96875,688
Debby Balmadier,25.0,Female,53,Administrative Roles,Financial Services,Affluent Customer,Yes,5,3216,Victoria,8,691,0.6906249999999999,0.86,1.075,1.075,1.075,691
Rockie MacKibbon,39.0,Male,42,unknown,Unknown,Mass Customer,Yes,13,2298,New South Wales,8,691,0.6906249999999999,0.78,0.9750000000000001,0.9750000000000001,0.8287500000000001,691
Harvey Dwelley,44.0,Male,70,IT & Software Roles,Financial Services,Affluent Customer,No,18,2077,New South Wales,9,691,0.6906249999999999,0.64,0.64,0.8,0.8,691
Patrice Pariss,63.0,Male,96,Management & Leadership Roles,Financial Services,Mass Customer,No,9,4078,Queensland,5,691,0.6906249999999999,0.69,0.69,0.8624999999999999,0.7331249999999999,691
Arman Yakubov,40.0,Male,68,Management & Leadership Roles,Property,High Net Worth,Yes,17,2323,New South Wales,4,691,0.6906249999999999,0.94,1.1749999999999998,1.1749999999999998,1.1749999999999998,691
Gardiner Gypps,26.0,Male,91,Management & Leadership Roles,Retail,Mass Customer,Yes,13,2166,New South Wales,9,691,0.6906249999999999,0.98,1.225,1.53125,1.3015625,691
Cathleen Le Teve,67.0,Female,75,Administrative Roles,Unknown,High Net Worth,No,18,4211,Queensland,3,691,0.6906249999999999,0.47,0.47,0.47,0.47,691
Thaddus Joder,60.0,Male,31,unknown,Manufacturing,Mass Customer,No,7,2290,New South Wales,8,698,0.69,0.48,0.48,0.48,0.408,698
Josepha Clamp,56.0,Female,12,Administrative Roles,Unknown,High Net Worth,No,12,2069,New South Wales,12,698,0.69,1.03,1.03,1.2875,1.2875,698
Jillane Simion,43.0,Female,8,Management & Leadership Roles,Manufacturing,High Net Worth,No,7,4209,Queensland,3,700,0.6875,1.01,1.01,1.01,1.01,700
Lynnell Shoesmith,36.0,Female,44,Healthcare & Therapy,Health,High Net Worth,Yes,7,2560,New South Wales,8,700,0.6875,0.76,0.95,0.95,0.95,700
Mandie MacAdie,43.0,Female,39,Engineering & Technical Roles,Telecommunications,High Net Worth,No,13,2110,New South Wales,11,700,0.6875,1.04,1.04,1.3,1.3,700
Ferdinand Billie,52.0,Male,97,Engineering & Technical Roles,Manufacturing,Mass Customer,No,6,2759,New South Wales,8,700,0.6875,0.87,0.87,1.0875,0.924375,700
Suzy Bussens,44.0,Female,44,unknown,Financial Services,Mass Customer,No,13,4102,Queensland,9,700,0.6875,0.96,0.96,1.2,1.02,700
Emeline Vezey,64.0,Female,37,Healthcare & Therapy,Health,Affluent Customer,Yes,19,3759,Victoria,7,700,0.6875,0.98,1.225,1.225,1.225,700
Cissiee Baylis,66.0,Female,99,Management & Leadership Roles,Financial Services,High Net Worth,No,16,2230,New South Wales,11,700,0.6875,0.46,0.46,0.5750000000000001,0.5750000000000001,700
Roldan Raybould,42.0,Male,27,Finance & Accounting,Financial Services,Mass Customer,No,11,3158,Victoria,8,700,0.6875,1.0,1.0,1.0,0.85,700
Barth Weare,71.0,Male,18,Healthcare & Therapy,Health,Mass Customer,Yes,8,2541,New South Wales,5,708,0.68,0.73,0.9125,0.9125,0.775625,708
Alta Pithcock,18.0,Female,64,Engineering & Technical Roles,Financial Services,Mass Customer,No,2,2141,New South Wales,7,708,0.68,0.6,0.6,0.6,0.51,708
Marc Keunemann,45.0,Male,57,Healthcare & Therapy,Health,Affluent Customer,Yes,14,2747,New South Wales,8,708,0.68,0.73,0.9125,0.9125,0.9125,708
Bertine Smalles,34.0,Female,85,Management & Leadership Roles,Financial Services,Mass Customer,Yes,9,3028,Victoria,8,708,0.68,0.49,0.6125,0.765625,0.65078125,708
Wilbert O'Loughnan,34.0,Male,14,Administrative Roles,Financial Services,Mass Customer,Yes,6,4055,Queensland,9,708,0.68,0.93,1.1625,1.453125,1.23515625,708
Seymour Fellibrand,46.0,Male,28,Engineering & Technical Roles,Unknown,Affluent Customer,Yes,18,4650,Queensland,2,708,0.68,0.4,0.5,0.5,0.5,708
Miran Runchman,42.0,Female,47,Healthcare & Therapy,Retail,Mass Customer,No,17,4304,Queensland,3,708,0.68,0.56,0.56,0.56,0.47600000000000003,708
Dorotea Fenwick,67.0,Female,74,Healthcare & Therapy,Financial Services,High Net Worth,No,12,2016,New South Wales,11,715,0.67734375,0.68,0.68,0.8500000000000001,0.8500000000000001,715
Jenny Massy,54.0,Female,82,Administrative Roles,Telecommunications,Mass Customer,Yes,10,2470,New South Wales,2,715,0.67734375,0.93,1.1625,1.453125,1.23515625,715
Hyman Petrolli,52.0,Male,8,Marketing & Media,Unknown,Affluent Customer,Yes,4,3782,Victoria,7,715,0.67734375,0.93,1.1625,1.1625,1.1625,715
Beatrix McGivena,51.0,Female,26,Administrative Roles,Health,Mass Customer,Yes,9,4879,Queensland,10,715,0.67734375,0.7,0.875,1.09375,0.9296875,715
Nalani Hallad,18.0,Female,15,Science & Research,Health,Affluent Customer,Yes,9,3184,Victoria,9,719,0.675,0.9,1.125,1.40625,1.40625,719
Inglebert Butland,51.0,Male,71,Finance & Accounting,Financial Services,Mass Customer,Yes,7,2114,New South Wales,9,719,0.675,0.58,0.725,0.90625,0.7703125,719
Brendis Pineaux,39.0,Male,12,Engineering & Technical Roles,Manufacturing,Mass Customer,No,5,2560,New South Wales,4,719,0.675,0.85,0.85,0.85,0.7224999999999999,719
Jaimie Lancastle,45.0,Male,71,Management & Leadership Roles,Unknown,Mass Customer,Yes,5,2750,New South Wales,8,722,0.6715,0.53,0.6625000000000001,0.6625000000000001,0.5631250000000001,722
Glendon Malham,52.0,Male,36,IT & Software Roles,Manufacturing,Mass Customer,No,17,3030,Victoria,6,722,0.6715,0.73,0.73,0.73,0.6204999999999999,722
Morganica Bentke,41.0,Female,40,Administrative Roles,IT,Affluent Customer,Yes,21,3067,Victoria,11,724,0.67,0.47,0.5874999999999999,0.7343749999999999,0.7343749999999999,724
Calida Schaben,48.0,Female,54,Administrative Roles,Unknown,Mass Customer,Yes,10,2199,New South Wales,9,725,0.6693749999999999,1.05,1.3125,1.640625,1.39453125,725
Hallsy Voysey,47.0,Male,83,Management & Leadership Roles,Unknown,Mass Customer,No,16,3437,Victoria,9,725,0.6693749999999999,1.06,1.06,1.3250000000000002,1.1262500000000002,725
Lanny Currall,20.0,Male,37,IT & Software Roles,Unknown,High Net Worth,Yes,9,2209,New South Wales,10,725,0.6693749999999999,0.83,1.0374999999999999,1.2968749999999998,1.2968749999999998,725
Son Varney,24.0,Male,75,Administrative Roles,Property,Mass Customer,Yes,10,2480,New South Wales,7,725,0.6693749999999999,1.08,1.35,1.35,1.1475,725
Bartram Caltun,61.0,Male,28,Finance & Accounting,Health,Affluent Customer,Yes,12,2121,New South Wales,11,725,0.6693749999999999,0.54,0.675,0.84375,0.84375,725
Halette Borsi,56.0,Female,60,Science & Research,Health,Affluent Customer,Yes,16,2128,New South Wales,9,725,0.6693749999999999,0.84,1.05,1.3125,1.3125,725
Killie Densie,20.0,Male,87,Science & Research,IT,Mass Customer,Yes,11,2042,New South Wales,10,731,0.6640625,0.48,0.6,0.75,0.6375,731
Mandi Adamsson,25.0,Female,40,IT & Software Roles,Manufacturing,Mass Customer,Yes,5,4165,Queensland,5,731,0.6640625,0.51,0.6375,0.6375,0.541875,731
Kylila Basezzi,72.0,Female,94,Administrative Roles,Unknown,Mass Customer,Yes,9,4217,Queensland,9,733,0.6625000000000001,0.43,0.5375,0.671875,0.57109375,733
Yardley Matten,26.0,Male,35,Marketing & Media,Financial Services,Mass Customer,No,15,4408,Queensland,2,733,0.6625000000000001,0.64,0.64,0.64,0.544,733
Shepperd Leonards,36.0,Male,17,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,5,2147,New South Wales,9,733,0.6625000000000001,1.08,1.35,1.6875,1.434375,733
Hamel Curzey,27.0,Male,11,Engineering & Technical Roles,Unknown,Mass Customer,Yes,9,4000,Queensland,7,733,0.6625000000000001,0.63,0.7875,0.7875,0.6693749999999999,733
Fancie Woofendell,51.0,Female,68,Science & Research,Health,Mass Customer,Yes,6,4212,Queensland,7,733,0.6625000000000001,0.92,1.1500000000000001,1.1500000000000001,0.9775,733
Zebulen Emtage,54.0,Male,52,Management & Leadership Roles,Unknown,High Net Worth,Yes,17,4352,Queensland,7,733,0.6625000000000001,0.58,0.725,0.725,0.725,733
Micheil Fleote,42.0,Male,48,Engineering & Technical Roles,Manufacturing,High Net Worth,No,16,2093,New South Wales,9,739,0.66,0.69,0.69,0.8624999999999999,0.8624999999999999,739
Cecily Faircley,70.0,Female,42,Finance & Accounting,IT,Affluent Customer,Yes,19,4301,Queensland,1,739,0.66,0.95,1.1875,1.1875,1.1875,739
Glory Chilcott,78.0,Female,49,unknown,Telecommunications,High Net Worth,No,9,4165,Queensland,5,741,0.65875,0.4,0.4,0.4,0.4,741
Sinclair Wark,43.0,Male,68,Finance & Accounting,Financial Services,Mass Customer,Yes,11,2134,New South Wales,9,741,0.65875,0.87,1.0875,1.359375,1.15546875,741
Tomaso Horsley,16.0,Male,97,Marketing & Media,Financial Services,Mass Customer,Yes,10,3977,Victoria,6,741,0.65875,0.95,1.1875,1.484375,1.26171875,741
Gilli Christophers,69.0,Female,70,IT & Software Roles,Property,Affluent Customer,Yes,17,4575,Queensland,9,744,0.65625,0.82,1.025,1.28125,1.28125,744
Errick Burgin,19.0,Male,87,Education & Teaching,Entertainment,Mass Customer,No,11,2650,New South Wales,2,744,0.65625,0.49,0.49,0.6125,0.520625,744
Damian Renard,41.0,Male,43,IT & Software Roles,Retail,Affluent Customer,No,8,2155,New South Wales,10,744,0.65625,1.06,1.06,1.3250000000000002,1.3250000000000002,744
Agnola Batterson,38.0,Female,86,Administrative Roles,Financial Services,Mass Customer,No,7,4305,Queensland,3,747,0.6545,0.68,0.68,0.8500000000000001,0.7225,747
Riki Wandtke,55.0,Female,25,Science & Research,Entertainment,Mass Customer,Yes,5,4115,Queensland,7,748,0.65078125,0.44,0.55,0.55,0.4675,748
Mikol Eck,42.0,Male,99,Management & Leadership Roles,Financial Services,Mass Customer,Yes,21,4130,Queensland,9,748,0.65078125,0.96,1.2,1.5,1.275,748
Phyllis Wibberley,47.0,Female,7,IT & Software Roles,Retail,Affluent Customer,No,11,2066,New South Wales,12,750,0.65,0.67,0.67,0.8375,0.8375,750
Burt Vasechkin,67.0,Male,33,Marketing & Media,Retail,Mass Customer,Yes,20,3338,Victoria,2,751,0.648125,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,751
Adriana Saundercock,46.240081383519836,U,20,Healthcare & Therapy,IT,High Net Worth,Yes,14,3806,Victoria,7,751,0.648125,0.43,0.5375,0.5375,0.5375,751
Trudie Phinnessy,57.0,Female,45,unknown,Financial Services,Mass Customer,Yes,15,3030,Victoria,9,751,0.648125,0.41,0.5125,0.640625,0.54453125,751
Frederigo Cribbott,52.0,Male,35,Marketing & Media,Health,Mass Customer,No,16,2140,New South Wales,8,754,0.646,0.49,0.49,0.49,0.4165,754
Glenda Eliet,43.0,Female,87,Healthcare & Therapy,Unknown,Mass Customer,No,12,3844,Victoria,7,755,0.64,0.46,0.46,0.5750000000000001,0.48875,755
Darb  ,48.0,Male,80,Science & Research,Health,Affluent Customer,No,10,4034,Queensland,5,755,0.64,0.63,0.63,0.63,0.63,755
Cal Van den Velde,21.0,Male,22,Marketing & Media,Financial Services,Affluent Customer,Yes,6,3174,Victoria,6,755,0.64,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,755
Stephani Sidsaff,44.0,Female,32,Engineering & Technical Roles,Financial Services,Mass Customer,Yes,6,2036,New South Wales,11,755,0.64,0.92,1.1500000000000001,1.4375000000000002,1.2218750000000003,755
Meade Bampton,35.0,Male,69,Healthcare & Therapy,Health,High Net Worth,No,17,2090,New South Wales,7,755,0.64,1.04,1.04,1.04,1.04,755
Flore Cashen,39.0,Female,79,unknown,Health,High Net Worth,No,17,2640,New South Wales,4,760,0.6375,0.86,0.86,0.86,0.86,760
Leighton Firbanks,44.0,Male,51,Education & Teaching,Retail,Affluent Customer,No,21,4178,Queensland,3,760,0.6375,0.87,0.87,0.87,0.87,760
Petr Westman,30.0,Male,5,Healthcare & Therapy,Property,Mass Customer,No,7,4556,Queensland,7,760,0.6375,0.82,0.82,0.82,0.697,760
Yorgos Dewhurst,67.0,Male,6,IT & Software Roles,Argiculture,Affluent Customer,No,16,4701,Queensland,1,760,0.6375,1.04,1.04,1.04,1.04,760
Simmonds Bapty,15.0,Male,52,Marketing & Media,Financial Services,Affluent Customer,No,8,2025,New South Wales,12,760,0.6375,0.89,0.89,1.1125,1.1125,760
Hagen MacCarter,34.0,Male,93,unknown,Entertainment,Affluent Customer,Yes,15,3172,Victoria,9,760,0.6375,0.88,1.1,1.375,1.375,760
Cazzie Stanwix,57.0,Male,37,Administrative Roles,Manufacturing,High Net Worth,Yes,11,4561,Queensland,7,760,0.6375,0.46,0.5750000000000001,0.5750000000000001,0.5750000000000001,760
Geoff Gwillym,18.0,Male,89,Healthcare & Therapy,Health,Affluent Customer,No,8,2323,New South Wales,4,760,0.6375,0.55,0.55,0.6875,0.6875,760
Simonette  ,27.0,Female,4,Management & Leadership Roles,Manufacturing,Affluent Customer,Yes,6,2232,New South Wales,8,760,0.6375,0.65,0.8125,0.8125,0.8125,760
Deirdre Sturgeon,52.0,Female,11,Management & Leadership Roles,Retail,Mass Customer,Yes,9,2232,New South Wales,10,760,0.6375,0.67,0.8375,1.046875,0.8898437499999999,760
Andrea Pendle,79.0,Female,86,unknown,Unknown,High Net Worth,Yes,13,4500,Queensland,6,760,0.6375,1.09,1.3625,1.703125,1.703125,760
Juliann Siemantel,70.0,Female,86,Science & Research,Entertainment,Mass Customer,No,22,3046,Victoria,8,760,0.6375,0.68,0.68,0.8500000000000001,0.7225,760
Janaye Eade,33.0,Female,23,Engineering & Technical Roles,Health,Affluent Customer,No,4,2420,New South Wales,3,760,0.6375,1.04,1.04,1.04,1.04,760
Dylan Stranio,64.0,Male,47,Administrative Roles,Manufacturing,High Net Worth,Yes,9,2170,New South Wales,8,773,0.63,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,773
Mel Rochford,28.0,Female,11,Administrative Roles,Retail,Mass Customer,Yes,4,3013,Victoria,9,774,0.626875,0.5,0.625,0.78125,0.6640625,774
Elvin Trayhorn,24.0,Male,46,Management & Leadership Roles,Financial Services,High Net Worth,No,10,2231,New South Wales,10,774,0.626875,0.48,0.48,0.6,0.6,774
Dmitri Viant,46.240081383519836,U,62,Administrative Roles,Financial Services,Affluent Customer,No,5,3842,Victoria,1,774,0.626875,0.59,0.59,0.59,0.59,774
Sonni Milligan,29.0,Female,73,Finance & Accounting,Retail,Mass Customer,Yes,14,3170,Victoria,9,774,0.626875,0.96,1.2,1.5,1.275,774
Kellina Haygreen,51.0,Female,38,Science & Research,Entertainment,Affluent Customer,No,18,2046,New South Wales,10,778,0.625,0.43,0.43,0.5375,0.5375,778
Yuma Dennick,45.0,Male,40,unknown,Manufacturing,Mass Customer,Yes,6,2528,New South Wales,8,778,0.625,0.69,0.8624999999999999,0.8624999999999999,0.7331249999999999,778
Ashleigh  ,21.0,Female,46,Finance & Accounting,Unknown,Mass Customer,Yes,6,3204,Victoria,12,780,0.6242187499999999,0.68,0.8500000000000001,1.0625,0.903125,780
Therese Brotherhood,36.0,Female,30,Science & Research,Health,Mass Customer,No,10,2042,New South Wales,10,780,0.6242187499999999,0.73,0.73,0.9125,0.775625,780
Pansie Beccero,53.0,Female,35,Engineering & Technical Roles,Financial Services,Affluent Customer,Yes,10,4818,Queensland,5,782,0.6204999999999999,1.1,1.375,1.375,1.375,782
Reinaldos Simmig,63.0,Male,55,Healthcare & Therapy,Manufacturing,High Net Worth,No,8,3147,Victoria,10,782,0.6204999999999999,0.98,0.98,1.225,1.225,782
Calhoun Mussington,25.0,Male,98,Healthcare & Therapy,Health,Mass Customer,No,12,2019,New South Wales,9,782,0.6204999999999999,0.91,0.91,1.1375,0.9668749999999999,782
Winn Wells,23.0,Male,66,IT & Software Roles,Manufacturing,Affluent Customer,No,9,2230,New South Wales,10,785,0.62,0.78,0.78,0.9750000000000001,0.9750000000000001,785
Rafi Brettelle,61.0,Male,89,Administrative Roles,Health,High Net Worth,No,6,2166,New South Wales,10,786,0.61625,0.55,0.55,0.6875,0.6875,786
Fey  ,60.0,Female,48,Science & Research,Health,High Net Worth,Yes,11,3147,Victoria,12,786,0.61625,1.07,1.3375000000000001,1.6718750000000002,1.6718750000000002,786
Verne Loalday,35.0,Male,1,Administrative Roles,IT,High Net Worth,No,7,2082,New South Wales,10,788,0.6125,0.43,0.43,0.5375,0.5375,788
Eleonora Wiszniewski,37.0,Female,49,Finance & Accounting,Financial Services,Affluent Customer,No,9,4740,Queensland,2,788,0.6125,0.52,0.52,0.52,0.52,788
Fayre Brannigan,25.0,Female,32,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,9,2234,New South Wales,10,788,0.6125,0.87,1.0875,1.359375,1.15546875,788
Eachelle Noirel,43.0,Female,93,Healthcare & Therapy,Health,Affluent Customer,Yes,11,2292,New South Wales,6,791,0.612,0.51,0.6375,0.796875,0.796875,791
Carl Troyes,44.0,Male,4,Education & Teaching,Property,Mass Customer,No,7,3109,Victoria,10,791,0.612,0.69,0.69,0.8624999999999999,0.7331249999999999,791
Cordie Brankley,63.0,Female,79,Science & Research,Entertainment,High Net Worth,No,18,2195,New South Wales,6,793,0.6109375000000001,0.93,0.93,0.93,0.93,793
Jackie Pays,62.0,Male,21,IT & Software Roles,Health,Mass Customer,No,9,2135,New South Wales,12,794,0.6056249999999999,0.54,0.54,0.675,0.57375,794
Carroll Schlagman,66.0,Female,61,Healthcare & Therapy,Health,Affluent Customer,No,13,2099,New South Wales,9,795,0.6034999999999999,1.09,1.09,1.3625,1.3625,795
Frans Idale,48.0,Male,1,Healthcare & Therapy,Manufacturing,Mass Customer,No,10,4350,Queensland,2,795,0.6034999999999999,0.73,0.73,0.73,0.6204999999999999,795
Amara Clow,51.0,Female,47,Science & Research,Financial Services,Mass Customer,Yes,13,3101,Victoria,12,797,0.6,0.53,0.6625000000000001,0.8281250000000001,0.7039062500000001,797
Anthony Morison,79.0,Male,7,Administrative Roles,Health,Mass Customer,No,12,2759,New South Wales,9,797,0.6,0.74,0.74,0.925,0.78625,797
Cherye Stanfield,36.0,Female,0,Science & Research,Manufacturing,Affluent Customer,No,13,2256,New South Wales,9,797,0.6,0.95,0.95,1.1875,1.1875,797
Ansell Tolhurst,68.0,Male,77,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,22,2232,New South Wales,10,797,0.6,0.96,0.96,1.2,1.2,797
Erminie Rabidge,35.0,Female,64,unknown,Manufacturing,High Net Worth,No,17,2170,New South Wales,8,801,0.59765625,0.43,0.43,0.43,0.43,801
Rosene Beckey,43.0,Female,25,Marketing & Media,Health,Mass Customer,Yes,14,2107,New South Wales,11,801,0.59765625,0.86,1.075,1.34375,1.1421875,801
Darlleen Shalcras,37.0,Female,77,Healthcare & Therapy,Health,Mass Customer,No,11,2010,New South Wales,10,801,0.59765625,1.05,1.05,1.3125,1.1156249999999999,801
Bryon Goundry,66.0,Male,79,Administrative Roles,Manufacturing,Mass Customer,No,21,4165,Queensland,5,804,0.5950000000000001,0.47,0.47,0.47,0.39949999999999997,804
Sherwin Minocchi,70.0,Male,71,Administrative Roles,Unknown,Mass Customer,Yes,11,2536,New South Wales,8,804,0.5950000000000001,0.72,0.8999999999999999,0.8999999999999999,0.7649999999999999,804
Luci Dyter,65.0,Female,12,Engineering & Technical Roles,Manufacturing,High Net Worth,No,20,3981,Victoria,7,804,0.5950000000000001,0.73,0.73,0.73,0.73,804
Sloan Pudney,53.0,Male,83,Marketing & Media,Financial Services,Affluent Customer,No,16,4557,Queensland,9,804,0.5950000000000001,0.86,0.86,1.075,1.075,804
Otes Elegood,77.0,Male,67,IT & Software Roles,Financial Services,High Net Worth,No,21,2226,New South Wales,11,808,0.595,0.98,0.98,1.225,1.225,808
Davie Blay,32.0,Male,94,Finance & Accounting,Financial Services,Mass Customer,No,8,2770,New South Wales,7,808,0.595,0.67,0.67,0.8375,0.711875,808
Dorolice Osmon,56.0,Female,46,unknown,Financial Services,Affluent Customer,No,15,3046,Victoria,6,810,0.5874999999999999,0.73,0.73,0.73,0.73,810
Meade McReedy,49.0,Female,94,Healthcare & Therapy,Financial Services,Affluent Customer,Yes,9,2193,New South Wales,10,810,0.5874999999999999,0.86,1.075,1.34375,1.34375,810
Rikki Chaffey,72.0,Male,69,Engineering & Technical Roles,Manufacturing,Mass Customer,No,20,4127,Queensland,1,810,0.5874999999999999,0.6,0.6,0.6,0.51,810
Adria Van den Velde,39.0,Female,39,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,9,2261,New South Wales,7,810,0.5874999999999999,0.42,0.525,0.525,0.525,810
Dmitri  ,26.0,Male,72,unknown,Financial Services,High Net Worth,Yes,15,3690,Victoria,4,810,0.5874999999999999,0.51,0.6375,0.6375,0.6375,810
Maddalena Hencke,65.0,Female,61,Administrative Roles,Unknown,High Net Worth,No,22,4170,Queensland,5,810,0.5874999999999999,0.81,0.81,0.81,0.81,810
Rand Winchcum,17.0,Male,34,IT & Software Roles,Unknown,Affluent Customer,No,3,2146,New South Wales,7,810,0.5874999999999999,0.44,0.44,0.44,0.44,810
Rowen Sollas,57.0,Male,38,Healthcare & Therapy,Health,Mass Customer,No,5,4556,Queensland,8,817,0.5864999999999999,0.55,0.55,0.55,0.4675,817
Boothe Hayselden,77.0,Male,42,IT & Software Roles,Health,Mass Customer,Yes,17,2291,New South Wales,10,817,0.5864999999999999,0.52,0.65,0.8125,0.6906249999999999,817
Noak Sleany,52.0,Male,1,Finance & Accounting,Financial Services,Affluent Customer,No,17,3121,Victoria,10,817,0.5864999999999999,1.06,1.06,1.3250000000000002,1.3250000000000002,817
Callean Wass,29.0,Male,65,Engineering & Technical Roles,Financial Services,Affluent Customer,No,14,3073,Victoria,8,820,0.584375,0.42,0.42,0.42,0.42,820
Keelby Sudlow,29.0,Male,96,Administrative Roles,Manufacturing,High Net Worth,No,12,3163,Victoria,8,820,0.584375,1.08,1.08,1.35,1.35,820
Rodrique Vernon,39.0,Male,70,Finance & Accounting,Manufacturing,Affluent Customer,No,17,3174,Victoria,8,820,0.584375,0.6,0.6,0.6,0.6,820
